"","Species","SeqFile","Mapped","Total","Map_Pct"
"2751","Zdav","Dvir.ovary.unox.SLX-20690-2.1.d101g",18192,9212370,0.19
"2752","Zdav","Dvir.ovary.unox.SLX-20690-3.1.d101g",30316,11424167,0.26
"2753","Zdav","Dwil.female_body.unox.SRR5461121.1.d101g",21468,4017226,0.53
"2754","Zdav","Dwil.male_body.unox.SRR5461117.1.d101g",11009,22135130,0.04
"2755","Zdav","Dyak.ovary_FC.unox.SLX-22038-2.1.d101g",180064,5706797,3.15
"2756","Zdav","Dyak.ovary_FC.unox.SLX-22089-1.1.d101g",948209,22114442,4.28
"2757","Zdav","Dyak.ovary_FC.unox.SRR1617565.1.d101g",145816,10236023,1.42
"2758","Zdav","Dyak.ovary.unox.SLX-20690-1.1.d101g",150476,9208326,1.63
"2759","Zdav","Dyak.ovary.unox.SLX-20690-2.1.d101g",145722,8027708,1.81
"2760","Zdav","Dyak.ovary.unox.SLX-20690-3.1.d101g",359790,15733978,2.28
"2761","Zgab","Dana.ovary_FC.unox.SLX-22038-2.1.d101g",859,337677,0.25
"2762","Zgab","Dana.ovary_FC.unox.SLX-22089-1.1.d101g",43230,13874731,0.31
"2763","Zgab","Dana.ovary.unox.SLX-20690-1.1.d101g",6292,9556459,0.06
"2764","Zgab","Dana.ovary.unox.SLX-20690-2.1.d101g",10304,14801319,0.06
"2765","Zgab","Dana.ovary.unox.SLX-20690-3.1.d101g",6663,10180409,0.06
"2766","Zgab","Dazt.ovary.unox.SLX-20537-1.1.GCA_005876895",11571,7755409,0.14
"2767","Zgab","Dazt.ovary.unox.SLX-20537-1.2.GCA_005876895",11699,7889201,0.14
"2768","Zgab","Dazt.ovary.unox.SLX-20537-2.1.GCA_005876895",17570,16092933,0.1
"2769","Zgab","Dazt.ovary.unox.SLX-20537-2.2.GCA_005876895",18116,16347304,0.11
"2770","Zgab","Dbia.ovary_FC.unox.SLX-20537-1.1.d101g",1623,1501488,0.1
"2771","Zgab","Dbia.ovary_FC.unox.SLX-20537-1.2.d101g",1737,1517098,0.11
"2772","Zgab","Dbia.ovary_FC.unox.SLX-20537-2.1.d101g",2456,1898235,0.12
"2773","Zgab","Dbia.ovary_FC.unox.SLX-20537-2.2.d101g",2465,1924545,0.12
"2774","Zgab","Dbia.ovary.unox.SLX-20537-1.1.d101g",1757,1708831,0.1
"2775","Zgab","Dbia.ovary.unox.SLX-20537-1.2.d101g",1703,1729853,0.09
"2776","Zgab","Dbia.ovary.unox.SLX-20537-2.1.d101g",6749,8118660,0.08
"2777","Zgab","Dbia.ovary.unox.SLX-20537-2.2.d101g",6974,8255175,0.08
"2778","Zgab","Dbif.ovary.ox.SRR21575940.1.GCA_009664405",61360,39986675,0.15
"2779","Zgab","Dbif.ovary.unox.SLX-20539-1.1.GCA_009664405",17028,21026775,0.08
"2780","Zgab","Dbif.ovary.unox.SLX-20539-2.1.GCA_009664405",3415,2886871,0.11
"2781","Zgab","Dere.ovary_FC.unox.SLX-22038-2.1.d101g",6216,116129,5.35
"2782","Zgab","Dere.ovary_FC.unox.SLX-22089-1.1.d101g",1091687,21891290,4.98
"2783","Zgab","Dere.ovary_FC.unox.SRR1617564.1.d101g",210074,6074136,3.45
"2784","Zgab","Dere.ovary.unox.SLX-20690-1.1.d101g",87102,3336013,2.61
"2785","Zgab","Dere.ovary.unox.SLX-20690-2.1.d101g",132816,4581656,2.89
"2786","Zgab","Dere.ovary.unox.SLX-20690-3.1.d101g",184787,6389752,2.89
"2787","Zgab","Dere.ovary.unox.SLX-20690-4.1.d101g",83549,3742146,2.23
"2788","Zgab","Dere.ovary.unox.SLX-20690-5.1.d101g",94213,4047726,2.32
"2789","Zgab","Dere.ovary.unox.SLX-20690-6.1.d101g",101736,4075898,2.49
"2790","Zgab","Dfic.ovary_FC.unox.SLX-20537-1.1.d101g",2757,3510155,0.07
"2791","Zgab","Dfic.ovary_FC.unox.SLX-20537-1.2.d101g",2854,3564172,0.08
"2792","Zgab","Dfic.ovary_FC.unox.SLX-20537-2.1.d101g",3317,2863483,0.11
"2793","Zgab","Dfic.ovary_FC.unox.SLX-20537-2.2.d101g",3419,2904499,0.11
"2794","Zgab","Dfic.ovary.unox.SLX-21849-1.1.d101g",2975,9014109,0.03
"2795","Zgab","Dfic.ovary.unox.SLX-21849-2.1.d101g",569,2288828,0.02
"2796","Zgab","Dgri.female_body.unox.SRR5461084.1.d101g",15160,44704184,0.03
"2797","Zgab","Dgri.male_body.unox.SRR5461083.1.d101g",12831,34901142,0.03
"2798","Zgab","Dmau.testis.unox.SRR16213304.1.d101g",41125,8533476,0.48
"2799","Zgab","Dmau.testis.unox.SRR16213305.1.d101g",56827,9176025,0.61
"2800","Zgab","Dmau.testis.unox.SRR7961897.1.d101g",25685,3068825,0.83
"2801","Zgab","Dmel.female_germline.unox.SRR5593238.1.d101g",1403973,28049291,5
"2802","Zgab","Dmel.female_soma.unox.SRR5593239.1.d101g",127456,9237735,1.37
"2803","Zgab","Dmel.OSC-PiwiIP.unox.SRR2749801.1.d101g",1922620,14108665,13.62
"2804","Zgab","Dmel.OSC.unox.SRR1746867.1.d101g",2329492,21000391,11.09
"2805","Zgab","Dmel.OSC.unox.SRR2749806.1.d101g",3140584,27907057,11.25
"2806","Zgab","Dmel.OSC.unox.SRR823324.1.d101g",2667067,23487609,11.35
"2807","Zgab","Dmel.ovary-AGO3IP.unox.SLX-20224-1.1.d101g",132718,5404819,2.45
"2808","Zgab","Dmel.ovary-AGO3IP.unox.SRR1746865.1.d101g",755010,29824537,2.53
"2809","Zgab","Dmel.ovary-AubIP.unox.SLX-20224-1.1.d101g",261166,8620644,3.02
"2810","Zgab","Dmel.ovary-AubIP.unox.SRR1746864.1.d101g",1275258,35135787,3.62
"2811","Zgab","Dmel.ovary_FC.unox.SLX-21647-1.1.d101g",601573,10532322,5.71
"2812","Zgab","Dmel.ovary_FC.unox.SLX-21647-2.1.d101g",722877,12664984,5.7
"2813","Zgab","Dmel.ovary_FC.unox.SLX-21647-3.1.d101g",703020,8935861,7.86
"2814","Zgab","Dmel.ovary_FC.unox.SRR1617561.1.d101g",124556,6737489,1.84
"2815","Zgab","Dmel.ovary-PiwiGLIP.unox.SRR1746862.1.d101g",725302,15038613,4.82
"2816","Zgab","Dmel.ovary-PiwiIP-PiwiGLKD.unox.SRR1187951.1.d101g",4395312,27815413,15.8
"2817","Zgab","Dmel.ovary-PiwiIP.unox.SLX-20224-1.1.d101g",237293,5000685,4.74
"2818","Zgab","Dmel.ovary-PiwiIP.unox.SRR1746863.1.d101g",2071821,31126206,6.65
"2819","Zgab","Dmel.ovary.unox.SLX-20228-1.1.d101g",757953,16398111,4.62
"2820","Zgab","Dmel.ovary.unox.SLX-20228-2.1.d101g",687878,15784775,4.35
"2821","Zgab","Dmel.ovary.unox.SLX-20690-1.1.d101g",240521,4629424,5.19
"2822","Zgab","Dmel.ovary.unox.SLX-20690-2.1.d101g",143586,2848233,5.04
"2823","Zgab","Dmel.ovary.unox.SLX-20690-3.1.d101g",175569,3603210,4.87
"2824","Zgab","Dmel.ovary.unox.SRR1187947.1.d101g",1349018,28890333,4.66
"2825","Zgab","Dmel.ovary.unox.SRR823326.1.d101g",665855,14768248,4.5
"2826","Zgab","Dmoj.ovary_FC.unox.SLX-22038-1.1.d101g",12498,2245483,0.55
"2827","Zgab","Dmoj.ovary_FC.unox.SLX-22038-2.1.d101g",17216,5460872,0.31
"2828","Zgab","Dmoj.ovary.ox.SRR21575938.1.d101g",194244,30904984,0.62
"2829","Zgab","Dmoj.ovary.unox.SLX-21849-1.1.d101g",1518,599748,0.25
"2830","Zgab","Dmoj.ovary.unox.SLX-22038-3.1.d101g",5211,3093628,0.16
"2831","Zgab","Dmoj.ovary.unox.SLX-22038-4.1.d101g",9290,4647914,0.19
"2832","Zgab","Dper.ovary_FC.unox.SLX-22038-1.1.d101g",18090,6016661,0.3
"2833","Zgab","Dper.ovary_FC.unox.SLX-22038-2.1.d101g",6716,1805646,0.37
"2834","Zgab","Dper.ovary.unox.SLX-21647-1.1.d101g",23858,16028618,0.14
"2835","Zgab","Dper.ovary.unox.SLX-21647-2.1.d101g",29137,28159530,0.1
"2836","Zgab","Dpse.ovary_FC.unox.SLX-22038-1.1.d101g",38437,13758285,0.27
"2837","Zgab","Dpse.ovary_FC.unox.SLX-22038-2.1.d101g",177277,57728198,0.3
"2838","Zgab","Dpse.ovary.ox.SRR21575949.1.d101g",187341,38150732,0.49
"2839","Zgab","Dpse.ovary.unox.SLX-21647-1.1.d101g",32856,17723266,0.18
"2840","Zgab","Dpse.ovary.unox.SLX-21647-2.1.d101g",13034,9165501,0.14
"2841","Zgab","Dpse.ovary.unox.SRR21575947.1.d101g",17205,2008205,0.85
"2842","Zgab","Dsec.testis.unox.SRR16213303.1.d101g",46373,7534313,0.61
"2843","Zgab","Dsec.testis.unox.SRR6667444.1.d101g",52799,6713109,0.78
"2844","Zgab","Dsim.ovary_FC.unox.SLX-22038-2.1.d101g",222411,6615008,3.36
"2845","Zgab","Dsim.ovary_FC.unox.SLX-22089-1.1.d101g",543029,13116964,4.13
"2846","Zgab","Dsim.ovary.unox.SLX-20690-1.1.d101g",99074,5392000,1.83
"2847","Zgab","Dsim.ovary.unox.SLX-20690-2.1.d101g",140613,7498176,1.87
"2848","Zgab","Dsim.ovary.unox.SLX-20690-3.1.d101g",217993,10013685,2.17
"2849","Zgab","Dsuz.ovary_FC.unox.SLX-20539-1.1.GCF_000472105",46047,19142975,0.24
"2850","Zgab","Dsuz.ovary_FC.unox.SLX-20539-2.1.GCF_000472105",25915,9564160,0.27
"2851","Zgab","Dsuz.ovary.unox.SLX-20537-1.1.GCF_000472105",3316,7692241,0.04
"2852","Zgab","Dsuz.ovary.unox.SLX-20537-1.2.GCF_000472105",3337,7809661,0.04
"2853","Zgab","Dsuz.ovary.unox.SLX-20537-2.1.GCF_000472105",3740,4684663,0.07
"2854","Zgab","Dsuz.ovary.unox.SLX-20537-2.2.GCF_000472105",3787,4754719,0.07
"2855","Zgab","Dtak.ovary_FC.unox.SLX-20537-1.1.d101g",9791,16270055,0.06
"2856","Zgab","Dtak.ovary_FC.unox.SLX-20537-1.2.d101g",9775,16521475,0.05
"2857","Zgab","Dtak.ovary_FC.unox.SLX-20537-2.1.d101g",8786,17675986,0.04
"2858","Zgab","Dtak.ovary_FC.unox.SLX-20537-2.2.d101g",8587,17920153,0.04
"2859","Zgab","Dtak.ovary.unox.SLX-20537-1.1.d101g",8213,30283327,0.02
"2860","Zgab","Dtak.ovary.unox.SLX-20537-1.2.d101g",8100,30719318,0.02
"2861","Zgab","Dtak.ovary.unox.SLX-20537-2.1.d101g",7289,27273268,0.02
"2862","Zgab","Dtak.ovary.unox.SLX-20537-2.2.d101g",7289,27679229,0.02
"2863","Zgab","Dvir.female_germline.ox.SRR5960791.1.d101g",167169,29142117,0.57
"2864","Zgab","Dvir.female_germline.unox.SRR5960792.1.d101g",124764,22718782,0.54
"2865","Zgab","Dvir.female_soma.ox.SRR5960789.1.d101g",41347,7898964,0.52
"2866","Zgab","Dvir.female_soma.unox.SRR5960790.1.d101g",35144,4788816,0.73
"2867","Zgab","Dvir.ovary_FC.unox.SLX-22038-1.1.d101g",16272,3098555,0.52
"2868","Zgab","Dvir.ovary_FC.unox.SLX-22038-2.1.d101g",10910,2159734,0.5
"2869","Zgab","Dvir.ovary_FC.unox.SRR1617566.1.d101g",13561,6786455,0.19
"2870","Zgab","Dvir.ovary.unox.SLX-20690-1.1.d101g",21300,8813967,0.24
"2871","Zgab","Dvir.ovary.unox.SLX-20690-2.1.d101g",24627,9212370,0.26
"2872","Zgab","Dvir.ovary.unox.SLX-20690-3.1.d101g",41481,11424167,0.36
"2873","Zgab","Dwil.female_body.unox.SRR5461121.1.d101g",14007,4017226,0.34
"2874","Zgab","Dwil.male_body.unox.SRR5461117.1.d101g",12617,22135130,0.05
"2875","Zgab","Dyak.ovary_FC.unox.SLX-22038-2.1.d101g",148257,5706797,2.59
"2876","Zgab","Dyak.ovary_FC.unox.SLX-22089-1.1.d101g",704757,22114442,3.18
"2877","Zgab","Dyak.ovary_FC.unox.SRR1617565.1.d101g",105886,10236023,1.03
"2878","Zgab","Dyak.ovary.unox.SLX-20690-1.1.d101g",143863,9208326,1.56
"2879","Zgab","Dyak.ovary.unox.SLX-20690-2.1.d101g",131088,8027708,1.63
"2880","Zgab","Dyak.ovary.unox.SLX-20690-3.1.d101g",296979,15733978,1.88
"2881","Zghe","Dana.ovary_FC.unox.SLX-22038-2.1.d101g",549,337677,0.16
"2882","Zghe","Dana.ovary_FC.unox.SLX-22089-1.1.d101g",24929,13874731,0.17
"2883","Zghe","Dana.ovary.unox.SLX-20690-1.1.d101g",5857,9556459,0.06
"2884","Zghe","Dana.ovary.unox.SLX-20690-2.1.d101g",8899,14801319,0.06
"2885","Zghe","Dana.ovary.unox.SLX-20690-3.1.d101g",5552,10180409,0.05
"2886","Zghe","Dazt.ovary.unox.SLX-20537-1.1.GCA_005876895",15251,7755409,0.19
"2887","Zghe","Dazt.ovary.unox.SLX-20537-1.2.GCA_005876895",15442,7889201,0.19
"2888","Zghe","Dazt.ovary.unox.SLX-20537-2.1.GCA_005876895",21229,16092933,0.13
"2889","Zghe","Dazt.ovary.unox.SLX-20537-2.2.GCA_005876895",21844,16347304,0.13
"2890","Zghe","Dbia.ovary_FC.unox.SLX-20537-1.1.d101g",1969,1501488,0.13
"2891","Zghe","Dbia.ovary_FC.unox.SLX-20537-1.2.d101g",1927,1517098,0.12
"2892","Zghe","Dbia.ovary_FC.unox.SLX-20537-2.1.d101g",2562,1898235,0.13
"2893","Zghe","Dbia.ovary_FC.unox.SLX-20537-2.2.d101g",2680,1924545,0.13
"2894","Zghe","Dbia.ovary.unox.SLX-20537-1.1.d101g",1823,1708831,0.1
"2895","Zghe","Dbia.ovary.unox.SLX-20537-1.2.d101g",1764,1729853,0.1
"2896","Zghe","Dbia.ovary.unox.SLX-20537-2.1.d101g",7331,8118660,0.09
"2897","Zghe","Dbia.ovary.unox.SLX-20537-2.2.d101g",7307,8255175,0.08
"2898","Zghe","Dbif.ovary.ox.SRR21575940.1.GCA_009664405",54908,39986675,0.13
"2899","Zghe","Dbif.ovary.unox.SLX-20539-1.1.GCA_009664405",15262,21026775,0.07
"2900","Zghe","Dbif.ovary.unox.SLX-20539-2.1.GCA_009664405",2391,2886871,0.08
"2901","Zghe","Dere.ovary_FC.unox.SLX-22038-2.1.d101g",6786,116129,5.84
"2902","Zghe","Dere.ovary_FC.unox.SLX-22089-1.1.d101g",1168717,21891290,5.33
"2903","Zghe","Dere.ovary_FC.unox.SRR1617564.1.d101g",219093,6074136,3.6
"2904","Zghe","Dere.ovary.unox.SLX-20690-1.1.d101g",94337,3336013,2.82
"2905","Zghe","Dere.ovary.unox.SLX-20690-2.1.d101g",141631,4581656,3.09
"2906","Zghe","Dere.ovary.unox.SLX-20690-3.1.d101g",198990,6389752,3.11
"2907","Zghe","Dere.ovary.unox.SLX-20690-4.1.d101g",89285,3742146,2.38
"2908","Zghe","Dere.ovary.unox.SLX-20690-5.1.d101g",103835,4047726,2.56
"2909","Zghe","Dere.ovary.unox.SLX-20690-6.1.d101g",110466,4075898,2.71
"2910","Zghe","Dfic.ovary_FC.unox.SLX-20537-1.1.d101g",2465,3510155,0.07
"2911","Zghe","Dfic.ovary_FC.unox.SLX-20537-1.2.d101g",2556,3564172,0.07
"2912","Zghe","Dfic.ovary_FC.unox.SLX-20537-2.1.d101g",2773,2863483,0.09
"2913","Zghe","Dfic.ovary_FC.unox.SLX-20537-2.2.d101g",2922,2904499,0.1
"2914","Zghe","Dfic.ovary.unox.SLX-21849-1.1.d101g",2976,9014109,0.03
"2915","Zghe","Dfic.ovary.unox.SLX-21849-2.1.d101g",570,2288828,0.02
"2916","Zghe","Dgri.female_body.unox.SRR5461084.1.d101g",11939,44704184,0.02
"2917","Zghe","Dgri.male_body.unox.SRR5461083.1.d101g",7340,34901142,0.02
"2918","Zghe","Dmau.testis.unox.SRR16213304.1.d101g",18712,8533476,0.21
"2919","Zghe","Dmau.testis.unox.SRR16213305.1.d101g",26362,9176025,0.28
"2920","Zghe","Dmau.testis.unox.SRR7961897.1.d101g",17115,3068825,0.55
"2921","Zghe","Dmel.female_germline.unox.SRR5593238.1.d101g",1282486,28049291,4.57
"2922","Zghe","Dmel.female_soma.unox.SRR5593239.1.d101g",104175,9237735,1.12
"2923","Zghe","Dmel.OSC-PiwiIP.unox.SRR2749801.1.d101g",1196833,14108665,8.48
"2924","Zghe","Dmel.OSC.unox.SRR1746867.1.d101g",1616571,21000391,7.69
"2925","Zghe","Dmel.OSC.unox.SRR2749806.1.d101g",2351947,27907057,8.42
"2926","Zghe","Dmel.OSC.unox.SRR823324.1.d101g",1991858,23487609,8.48
"2927","Zghe","Dmel.ovary-AGO3IP.unox.SLX-20224-1.1.d101g",145257,5404819,2.68
"2928","Zghe","Dmel.ovary-AGO3IP.unox.SRR1746865.1.d101g",932767,29824537,3.12
"2929","Zghe","Dmel.ovary-AubIP.unox.SLX-20224-1.1.d101g",254072,8620644,2.94
"2930","Zghe","Dmel.ovary-AubIP.unox.SRR1746864.1.d101g",1219599,35135787,3.47
"2931","Zghe","Dmel.ovary_FC.unox.SLX-21647-1.1.d101g",563443,10532322,5.34
"2932","Zghe","Dmel.ovary_FC.unox.SLX-21647-2.1.d101g",681652,12664984,5.38
"2933","Zghe","Dmel.ovary_FC.unox.SLX-21647-3.1.d101g",656271,8935861,7.34
"2934","Zghe","Dmel.ovary_FC.unox.SRR1617561.1.d101g",87923,6737489,1.3
"2935","Zghe","Dmel.ovary-PiwiGLIP.unox.SRR1746862.1.d101g",695192,15038613,4.62
"2936","Zghe","Dmel.ovary-PiwiIP-PiwiGLKD.unox.SRR1187951.1.d101g",2020030,27815413,7.26
"2937","Zghe","Dmel.ovary-PiwiIP.unox.SLX-20224-1.1.d101g",179970,5000685,3.59
"2938","Zghe","Dmel.ovary-PiwiIP.unox.SRR1746863.1.d101g",1528027,31126206,4.9
"2939","Zghe","Dmel.ovary.unox.SLX-20228-1.1.d101g",722861,16398111,4.4
"2940","Zghe","Dmel.ovary.unox.SLX-20228-2.1.d101g",582541,15784775,3.69
"2941","Zghe","Dmel.ovary.unox.SLX-20690-1.1.d101g",196916,4629424,4.25
"2942","Zghe","Dmel.ovary.unox.SLX-20690-2.1.d101g",117440,2848233,4.12
"2943","Zghe","Dmel.ovary.unox.SLX-20690-3.1.d101g",146417,3603210,4.06
"2944","Zghe","Dmel.ovary.unox.SRR1187947.1.d101g",1243995,28890333,4.3
"2945","Zghe","Dmel.ovary.unox.SRR823326.1.d101g",520427,14768248,3.52
"2946","Zghe","Dmoj.ovary_FC.unox.SLX-22038-1.1.d101g",8252,2245483,0.36
"2947","Zghe","Dmoj.ovary_FC.unox.SLX-22038-2.1.d101g",13090,5460872,0.23
"2948","Zghe","Dmoj.ovary.ox.SRR21575938.1.d101g",103103,30904984,0.33
"2949","Zghe","Dmoj.ovary.unox.SLX-21849-1.1.d101g",1080,599748,0.18
"2950","Zghe","Dmoj.ovary.unox.SLX-22038-3.1.d101g",2845,3093628,0.09
"2951","Zghe","Dmoj.ovary.unox.SLX-22038-4.1.d101g",4906,4647914,0.1
"2952","Zghe","Dper.ovary_FC.unox.SLX-22038-1.1.d101g",14219,6016661,0.23
"2953","Zghe","Dper.ovary_FC.unox.SLX-22038-2.1.d101g",4582,1805646,0.25
"2954","Zghe","Dper.ovary.unox.SLX-21647-1.1.d101g",14111,16028618,0.08
"2955","Zghe","Dper.ovary.unox.SLX-21647-2.1.d101g",25040,28159530,0.08
"2956","Zghe","Dpse.ovary_FC.unox.SLX-22038-1.1.d101g",22440,13758285,0.16
"2957","Zghe","Dpse.ovary_FC.unox.SLX-22038-2.1.d101g",115139,57728198,0.19
"2958","Zghe","Dpse.ovary.ox.SRR21575949.1.d101g",94048,38150732,0.24
"2959","Zghe","Dpse.ovary.unox.SLX-21647-1.1.d101g",18685,17723266,0.1
"2960","Zghe","Dpse.ovary.unox.SLX-21647-2.1.d101g",8546,9165501,0.09
"2961","Zghe","Dpse.ovary.unox.SRR21575947.1.d101g",11804,2008205,0.58
"2962","Zghe","Dsec.testis.unox.SRR16213303.1.d101g",29781,7534313,0.39
"2963","Zghe","Dsec.testis.unox.SRR6667444.1.d101g",46538,6713109,0.69
"2964","Zghe","Dsim.ovary_FC.unox.SLX-22038-2.1.d101g",126428,6615008,1.91
"2965","Zghe","Dsim.ovary_FC.unox.SLX-22089-1.1.d101g",260987,13116964,1.98
"2966","Zghe","Dsim.ovary.unox.SLX-20690-1.1.d101g",59702,5392000,1.1
"2967","Zghe","Dsim.ovary.unox.SLX-20690-2.1.d101g",89067,7498176,1.18
"2968","Zghe","Dsim.ovary.unox.SLX-20690-3.1.d101g",127269,10013685,1.27
"2969","Zghe","Dsuz.ovary_FC.unox.SLX-20539-1.1.GCF_000472105",32409,19142975,0.16
"2970","Zghe","Dsuz.ovary_FC.unox.SLX-20539-2.1.GCF_000472105",22296,9564160,0.23
"2971","Zghe","Dsuz.ovary.unox.SLX-20537-1.1.GCF_000472105",3264,7692241,0.04
"2972","Zghe","Dsuz.ovary.unox.SLX-20537-1.2.GCF_000472105",3180,7809661,0.04
"2973","Zghe","Dsuz.ovary.unox.SLX-20537-2.1.GCF_000472105",4111,4684663,0.08
"2974","Zghe","Dsuz.ovary.unox.SLX-20537-2.2.GCF_000472105",4099,4754719,0.08
"2975","Zghe","Dtak.ovary_FC.unox.SLX-20537-1.1.d101g",8544,16270055,0.05
"2976","Zghe","Dtak.ovary_FC.unox.SLX-20537-1.2.d101g",8572,16521475,0.05
"2977","Zghe","Dtak.ovary_FC.unox.SLX-20537-2.1.d101g",7573,17675986,0.04
"2978","Zghe","Dtak.ovary_FC.unox.SLX-20537-2.2.d101g",7559,17920153,0.04
"2979","Zghe","Dtak.ovary.unox.SLX-20537-1.1.d101g",7541,30283327,0.02
"2980","Zghe","Dtak.ovary.unox.SLX-20537-1.2.d101g",7504,30719318,0.02
"2981","Zghe","Dtak.ovary.unox.SLX-20537-2.1.d101g",7001,27273268,0.02
"2982","Zghe","Dtak.ovary.unox.SLX-20537-2.2.d101g",7151,27679229,0.02
"2983","Zghe","Dvir.female_germline.ox.SRR5960791.1.d101g",101029,29142117,0.34
"2984","Zghe","Dvir.female_germline.unox.SRR5960792.1.d101g",77084,22718782,0.33
"2985","Zghe","Dvir.female_soma.ox.SRR5960789.1.d101g",29921,7898964,0.37
"2986","Zghe","Dvir.female_soma.unox.SRR5960790.1.d101g",17057,4788816,0.35
"2987","Zghe","Dvir.ovary_FC.unox.SLX-22038-1.1.d101g",5774,3098555,0.18
"2988","Zghe","Dvir.ovary_FC.unox.SLX-22038-2.1.d101g",5733,2159734,0.26
"2989","Zghe","Dvir.ovary_FC.unox.SRR1617566.1.d101g",8859,6786455,0.13
"2990","Zghe","Dvir.ovary.unox.SLX-20690-1.1.d101g",10482,8813967,0.11
"2991","Zghe","Dvir.ovary.unox.SLX-20690-2.1.d101g",10363,9212370,0.11
"2992","Zghe","Dvir.ovary.unox.SLX-20690-3.1.d101g",17062,11424167,0.14
"2993","Zghe","Dwil.female_body.unox.SRR5461121.1.d101g",10349,4017226,0.25
"2994","Zghe","Dwil.male_body.unox.SRR5461117.1.d101g",8831,22135130,0.03
"2995","Zghe","Dyak.ovary_FC.unox.SLX-22038-2.1.d101g",143229,5706797,2.5
"2996","Zghe","Dyak.ovary_FC.unox.SLX-22089-1.1.d101g",710018,22114442,3.21
"2997","Zghe","Dyak.ovary_FC.unox.SRR1617565.1.d101g",126771,10236023,1.23
"2998","Zghe","Dyak.ovary.unox.SLX-20690-1.1.d101g",120986,9208326,1.31
"2999","Zghe","Dyak.ovary.unox.SLX-20690-2.1.d101g",107394,8027708,1.33
"3000","Zghe","Dyak.ovary.unox.SLX-20690-3.1.d101g",262372,15733978,1.66
"3001","Zind","Dana.ovary_FC.unox.SLX-22038-2.1.d101g",715,337677,0.21
"3002","Zind","Dana.ovary_FC.unox.SLX-22089-1.1.d101g",34921,13874731,0.25
"3003","Zind","Dana.ovary.unox.SLX-20690-1.1.d101g",5290,9556459,0.05
"3004","Zind","Dana.ovary.unox.SLX-20690-2.1.d101g",8353,14801319,0.05
"3005","Zind","Dana.ovary.unox.SLX-20690-3.1.d101g",5449,10180409,0.05
"3006","Zind","Dazt.ovary.unox.SLX-20537-1.1.GCA_005876895",3163,7755409,0.04
"3007","Zind","Dazt.ovary.unox.SLX-20537-1.2.GCA_005876895",3129,7889201,0.03
"3008","Zind","Dazt.ovary.unox.SLX-20537-2.1.GCA_005876895",7184,16092933,0.04
"3009","Zind","Dazt.ovary.unox.SLX-20537-2.2.GCA_005876895",7393,16347304,0.04
"3010","Zind","Dbia.ovary_FC.unox.SLX-20537-1.1.d101g",891,1501488,0.05
"3011","Zind","Dbia.ovary_FC.unox.SLX-20537-1.2.d101g",991,1517098,0.06
"3012","Zind","Dbia.ovary_FC.unox.SLX-20537-2.1.d101g",1481,1898235,0.07
"3013","Zind","Dbia.ovary_FC.unox.SLX-20537-2.2.d101g",1493,1924545,0.07
"3014","Zind","Dbia.ovary.unox.SLX-20537-1.1.d101g",1134,1708831,0.06
"3015","Zind","Dbia.ovary.unox.SLX-20537-1.2.d101g",1076,1729853,0.06
"3016","Zind","Dbia.ovary.unox.SLX-20537-2.1.d101g",4320,8118660,0.05
"3017","Zind","Dbia.ovary.unox.SLX-20537-2.2.d101g",4566,8255175,0.05
"3018","Zind","Dbif.ovary.ox.SRR21575940.1.GCA_009664405",42618,39986675,0.1
"3019","Zind","Dbif.ovary.unox.SLX-20539-1.1.GCA_009664405",11029,21026775,0.05
"3020","Zind","Dbif.ovary.unox.SLX-20539-2.1.GCA_009664405",2693,2886871,0.09
"3021","Zind","Dere.ovary_FC.unox.SLX-22038-2.1.d101g",2831,116129,2.43
"3022","Zind","Dere.ovary_FC.unox.SLX-22089-1.1.d101g",536876,21891290,2.45
"3023","Zind","Dere.ovary_FC.unox.SRR1617564.1.d101g",116789,6074136,1.92
"3024","Zind","Dere.ovary.unox.SLX-20690-1.1.d101g",40621,3336013,1.21
"3025","Zind","Dere.ovary.unox.SLX-20690-2.1.d101g",69789,4581656,1.52
"3026","Zind","Dere.ovary.unox.SLX-20690-3.1.d101g",94310,6389752,1.47
"3027","Zind","Dere.ovary.unox.SLX-20690-4.1.d101g",42224,3742146,1.12
"3028","Zind","Dere.ovary.unox.SLX-20690-5.1.d101g",49022,4047726,1.21
"3029","Zind","Dere.ovary.unox.SLX-20690-6.1.d101g",53260,4075898,1.3
"3030","Zind","Dfic.ovary_FC.unox.SLX-20537-1.1.d101g",1133,3510155,0.03
"3031","Zind","Dfic.ovary_FC.unox.SLX-20537-1.2.d101g",1158,3564172,0.03
"3032","Zind","Dfic.ovary_FC.unox.SLX-20537-2.1.d101g",771,2863483,0.02
"3033","Zind","Dfic.ovary_FC.unox.SLX-20537-2.2.d101g",832,2904499,0.02
"3034","Zind","Dfic.ovary.unox.SLX-21849-1.1.d101g",1987,9014109,0.02
"3035","Zind","Dfic.ovary.unox.SLX-21849-2.1.d101g",216,2288828,0
"3036","Zind","Dgri.female_body.unox.SRR5461084.1.d101g",9395,44704184,0.02
"3037","Zind","Dgri.male_body.unox.SRR5461083.1.d101g",11156,34901142,0.03
"3038","Zind","Dmau.testis.unox.SRR16213304.1.d101g",37627,8533476,0.44
"3039","Zind","Dmau.testis.unox.SRR16213305.1.d101g",51283,9176025,0.55
"3040","Zind","Dmau.testis.unox.SRR7961897.1.d101g",21341,3068825,0.69
